esd,Test_Loss
20,0.009257761389017105
15,0.010072596371173859
25,0.010108429193496703
30,0.011144883371889592
12,0.012719720229506492
8,0.017078643664717674
10,0.018719927221536637
6,0.02045814022421837
4,0.027135943248867988
2,0.04458647519350052
